Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
2/1/2025 23:33:31.953,1800,PIC1801,PVHIGH,ACK,,CO1801 SUCTION,,
2/1/2025 23:33:10.304,1800,PIC1801,CHANGE,,,PIDA.OP,-5.0,%
2/1/2025 23:33:07.100,1800,PIC1801,CHANGE,,,pida.mode,,
2/1/2025 23:32:58.433,1800,PIC1801,CHANGE,,,PIDA.OP,100.0,%
2/1/2025 23:31:27.340,1800,PIC1801,CHANGE,,,PIDA.OP,10.0,%
2/1/2025 23:31:25.218,1800,PIC1801,CHANGE,,,pida.mode,,
2/1/2025 23:30:08.200,1300,EI1305,BAD PV,,,PU1302 CURRENT,,amp
2/1/2025 23:29:32.300,8500,FQC8104,PVLOW,,,VE8607,9.99866,m3/h
2/1/2025 23:28:47.500,1500,LIC1502,PVHIGH,,,TW1501,6.50419,m
2/1/2025 23:28:26.552,8100,AI_PH10,PVHIHI,ACK,,EFFULUENT CHANEL OLD W/S,,
2/1/2025 23:27:01.042,1500,XSV1514,CHANGE,,,devctla.gop,,
2/1/2025 23:26:59.629,1500,XSV1514,CHANGE,,,devctla.modeattr,,
2/1/2025 23:26:44.700,8400,FI8107PV,OFFNRM,OK,,COOLING TOWER LOW LEVEL,,
2/1/2025 23:26:32.500,1800,PIC1801,PVHIGH,,,CO1801 SUCTION,0.0104152,kg/cm2G
2/1/2025 23:26:22.117,1500,XSV1504,CHANGE,,,devctla.gop,,
2/1/2025 23:25:56.900,8100,AI_PH10,PVHIHI,OK,,EFFULUENT CHANEL OLD W/S,8.65907,pH
2/1/2025 23:23:18.300,1800,PIC1801,PVHIGH,OK,,CO1801 SUCTION,-0.241986,kg/cm2G
2/1/2025 23:23:16.360,1500,XSV1524,CHANGE,,,devctla.gop,,
2/1/2025 23:23:14.629,1500,XSV1524,CHANGE,,,devctla.modeattr,,
2/1/2025 23:21:49.833,1500,XSV1504,CHANGE,,,devctla.gop,,
2/1/2025 23:21:46.022,1500,XSV1504,CHANGE,,,devctla.modeattr,,
2/1/2025 23:20:27.747,1400,PIC1403,CHANGE,,,PIDA.OP,85.0,%
2/1/2025 23:20:27.907,1400,PIC1403,CHANGE,,,PIDA.OP,84.0,%
2/1/2025 23:20:27.877,1400,PIC1403,CHANGE,,,PIDA.OP,83.0,%
2/1/2025 23:20:26.165,1400,PIC1403,CHANGE,,,PIDA.OP,82.0,%
2/1/2025 23:15:13.063,1300,XSV1349A,CHANGE,,,devctla.gop,,
2/1/2025 23:15:04.597,1300,XSV1309A,CHANGE,,,devctla.gop,,
2/1/2025 23:14:41.648,8800,PI8111,ALARM,ACK PNT,,VE8803 FGC SUCTION DRUM,,
2/1/2025 23:14:41.648,8800,PI8111,PVLOW,ACK,,VE8803 FGC SUCTION DRUM,,
2/1/2025 23:14:35.932,8800,PI8111,PVLOLO,ACK,,VE8803 FGC SUCTION DRUM,,
2/1/2025 23:12:27.400,8800,PI8111,PVLOLO,,,VE8803 FGC SUCTION DRUM,3.49766,kg/cm2G
2/1/2025 23:04:29.100,8800,PI8111,PVLOW,,,VE8803 FGC SUCTION DRUM,3.99484,kg/cm2G
2/1/2025 23:04:25.972,1400,LIC1401,PVHIGH,ACK,,VE1401,,
2/1/2025 23:02:18.900,8100,AI_PH10,PVHIHI,,,EFFULUENT CHANEL OLD W/S,8.86443,pH
2/1/2025 22:59:56.700,8800,PI8111,PVHIGH,OK,,VE8803 FGC SUCTION DRUM,4.75877,kg/cm2G
2/1/2025 22:54:32.600,1400,LIC1401,PVHIGH,,,VE1401,0.401163,m
2/1/2025 22:49:21.860,1400,PIC1403,CHANGE,,,PIDA.OP,81.0,%
2/1/2025 22:49:21.149,1400,PIC1403,CHANGE,,,PIDA.OP,82.0,%
2/1/2025 22:49:20.247,1400,PIC1403,CHANGE,,,PIDA.OP,83.0,%
2/1/2025 22:49:20.430,1400,PIC1403,CHANGE,,,PIDA.OP,84.0,%
2/1/2025 22:49:20.166,1400,PIC1403,CHANGE,,,PIDA.OP,85.0,%
2/1/2025 22:49:19.370,1400,PIC1403,CHANGE,,,PIDA.OP,86.0,%
2/1/2025 22:49:19.572,1400,PIC1403,CHANGE,,,PIDA.OP,87.0,%
2/1/2025 22:49:19.241,1400,PIC1403,CHANGE,,,PIDA.OP,88.0,%
2/1/2025 22:49:18.397,1400,PIC1403,CHANGE,,,PIDA.OP,89.0,%
2/1/2025 22:49:15.282,1400,PIC1403,CHANGE,,,PIDA.OP,90.0,%
2/1/2025 22:49:15.474,1400,PIC1403,CHANGE,,,PIDA.OP,91.0,%
2/1/2025 22:49:14.410,1400,PIC1403,CHANGE,,,PIDA.OP,92.0,%
2/1/2025 22:49:14.867,1400,PIC1403,CHANGE,,,PIDA.OP,93.0,%
2/1/2025 22:49:14.057,1400,PIC1403,CHANGE,,,PIDA.OP,94.0,%
2/1/2025 22:49:13.010,1400,PIC1403,CHANGE,,,PIDA.OP,95.0,%
2/1/2025 22:49:13.677,1400,PIC1403,CHANGE,,,PIDA.OP,96.0,%
2/1/2025 22:47:24.969,1400,FIC1409,CHANGE,,,PIDA.OP,100.0,%
2/1/2025 22:47:23.758,1400,FIC1409,CHANGE,,,PIDA.OP,76.0256,%
2/1/2025 22:47:23.961,1400,FIC1409,CHANGE,,,PIDA.OP,75.0256,%
2/1/2025 22:47:23.161,1400,FIC1409,CHANGE,,,PIDA.OP,74.0256,%
2/1/2025 22:47:22.074,1400,FIC1409,CHANGE,,,PIDA.OP,73.0256,%
2/1/2025 22:47:22.062,1400,FIC1409,CHANGE,,,PIDA.OP,72.0256,%
2/1/2025 22:47:22.184,1400,FIC1409,CHANGE,,,PIDA.OP,71.0256,%
2/1/2025 22:47:21.371,1400,FIC1409,CHANGE,,,PIDA.OP,70.0256,%
2/1/2025 22:47:21.102,1400,FIC1409,CHANGE,,,PIDA.OP,69.0256,%
2/1/2025 22:47:21.302,1400,FIC1409,CHANGE,,,PIDA.OP,68.0256,%
2/1/2025 22:47:20.505,1400,FIC1409,CHANGE,,,PIDA.OP,67.0256,%
2/1/2025 22:47:20.703,1400,FIC1409,CHANGE,,,PIDA.OP,66.0256,%
2/1/2025 22:47:20.883,1400,FIC1409,CHANGE,,,PIDA.OP,65.0256,%
2/1/2025 22:47:19.904,1400,FIC1409,CHANGE,,,PIDA.OP,64.0256,%
2/1/2025 22:47:19.348,1400,FIC1409,CHANGE,,,PIDA.OP,63.0256,%
2/1/2025 22:47:19.741,1400,FIC1409,CHANGE,,,PIDA.OP,62.0256,%
2/1/2025 22:47:18.956,1400,FIC1409,CHANGE,,,PIDA.OP,61.0256,%
2/1/2025 22:47:18.155,1400,FIC1409,CHANGE,,,PIDA.OP,60.0256,%
2/1/2025 22:47:18.358,1400,FIC1409,CHANGE,,,PIDA.OP,59.0256,%
2/1/2025 22:47:17.544,1400,FIC1409,CHANGE,,,PIDA.OP,58.0256,%
2/1/2025 22:47:17.691,1400,FIC1409,CHANGE,,,PIDA.OP,57.0256,%
2/1/2025 22:47:17.475,1400,FIC1409,CHANGE,,,PIDA.OP,56.0256,%
2/1/2025 22:47:17.311,1400,FIC1409,CHANGE,,,PIDA.OP,55.0256,%
2/1/2025 22:47:16.127,1400,FIC1409,CHANGE,,,PIDA.OP,54.0256,%
2/1/2025 22:47:16.954,1400,FIC1409,CHANGE,,,PIDA.OP,53.0256,%
2/1/2025 22:47:16.890,1400,FIC1409,CHANGE,,,PIDA.OP,52.0256,%
2/1/2025 22:47:15.080,1400,FIC1409,CHANGE,,,PIDA.OP,51.0256,%
2/1/2025 22:47:10.771,1400,PIC1403,CHANGE,,,PIDA.OP,97.0,%
2/1/2025 22:47:09.097,1400,PIC1403,CHANGE,,,PIDA.OP,96.0,%
2/1/2025 22:47:09.750,1400,PIC1403,CHANGE,,,PIDA.OP,95.0,%
2/1/2025 22:47:08.201,1400,PIC1403,CHANGE,,,PIDA.OP,94.0,%
2/1/2025 22:47:08.403,1400,PIC1403,CHANGE,,,PIDA.OP,93.0,%
2/1/2025 22:47:08.588,1400,PIC1403,CHANGE,,,PIDA.OP,92.0,%
2/1/2025 22:47:07.842,1400,PIC1403,CHANGE,,,PIDA.OP,91.0,%
2/1/2025 22:47:06.775,1400,PIC1403,CHANGE,,,PIDA.OP,90.0,%
2/1/2025 22:47:06.944,1400,PIC1403,CHANGE,,,PIDA.OP,89.0,%
2/1/2025 22:47:06.896,1400,PIC1403,CHANGE,,,PIDA.OP,88.0,%
2/1/2025 22:47:06.098,1400,PIC1403,CHANGE,,,PIDA.OP,87.0,%
2/1/2025 22:47:05.026,1400,PIC1403,CHANGE,,,PIDA.OP,86.0,%
2/1/2025 22:47:05.812,1400,PIC1403,CHANGE,,,PIDA.OP,85.0,%
2/1/2025 22:47:04.778,1400,PIC1403,CHANGE,,,PIDA.OP,84.0,%
2/1/2025 22:47:04.005,1400,PIC1403,CHANGE,,,PIDA.OP,83.0,%
2/1/2025 22:47:04.536,1400,PIC1403,CHANGE,,,PIDA.OP,82.0,%
2/1/2025 22:47:03.472,1400,PIC1403,CHANGE,,,PIDA.OP,81.0,%
2/1/2025 22:47:03.674,1400,PIC1403,CHANGE,,,PIDA.OP,80.0,%
2/1/2025 22:47:03.587,1400,PIC1403,CHANGE,,,PIDA.OP,79.0,%
2/1/2025 22:47:02.338,1400,PIC1403,CHANGE,,,PIDA.OP,78.0,%
2/1/2025 22:47:01.544,1400,PIC1403,CHANGE,,,PIDA.OP,77.0,%
2/1/2025 22:47:01.473,1400,PIC1403,CHANGE,,,PIDA.OP,76.0,%
2/1/2025 22:47:00.141,1400,PIC1403,CHANGE,,,PIDA.OP,75.0,%
2/1/2025 22:46:59.214,1400,PIC1403,CHANGE,,,PIDA.OP,74.0,%
2/1/2025 22:46:59.595,1400,PIC1403,CHANGE,,,PIDA.OP,73.0,%
2/1/2025 22:46:59.798,1400,PIC1403,CHANGE,,,PIDA.OP,72.0,%
2/1/2025 22:46:58.733,1400,PIC1403,CHANGE,,,PIDA.OP,71.0,%
2/1/2025 22:46:58.928,1400,PIC1403,CHANGE,,,PIDA.OP,70.0,%
2/1/2025 22:46:58.855,1400,PIC1403,CHANGE,,,PIDA.OP,69.0,%
2/1/2025 22:46:50.778,1400,FIC1409,CHANGE,,,PIDA.OP,50.0256,%
2/1/2025 22:46:50.820,1400,FIC1409,CHANGE,,,PIDA.OP,49.0256,%
2/1/2025 22:46:50.687,1400,FIC1409,CHANGE,,,PIDA.OP,48.0256,%
2/1/2025 22:46:49.630,1400,FIC1409,CHANGE,,,PIDA.OP,47.0256,%
2/1/2025 22:46:49.826,1400,FIC1409,CHANGE,,,PIDA.OP,46.0256,%
2/1/2025 22:46:49.028,1400,FIC1409,CHANGE,,,PIDA.OP,45.0256,%
2/1/2025 22:46:48.965,1400,FIC1409,CHANGE,,,PIDA.OP,44.0256,%
2/1/2025 22:46:48.134,1400,FIC1409,CHANGE,,,PIDA.OP,43.0256,%
2/1/2025 22:46:47.639,1400,FIC1409,CHANGE,,,PIDA.OP,42.0256,%
2/1/2025 22:46:47.886,1400,FIC1409,CHANGE,,,PIDA.OP,41.0256,%
2/1/2025 22:46:46.088,1400,FIC1409,CHANGE,,,PIDA.OP,40.0256,%
2/1/2025 22:46:46.280,1400,FIC1409,CHANGE,,,PIDA.OP,39.0256,%
2/1/2025 22:46:46.184,1400,FIC1409,CHANGE,,,PIDA.OP,38.0256,%
2/1/2025 22:46:45.540,1400,FIC1409,CHANGE,,,PIDA.OP,37.0256,%
2/1/2025 22:46:45.400,1400,FIC1409,CHANGE,,,PIDA.OP,36.0256,%
2/1/2025 22:46:45.597,1400,FIC1409,CHANGE,,,PIDA.OP,35.0256,%
2/1/2025 22:46:44.940,1400,FIC1409,CHANGE,,,PIDA.OP,34.0256,%
2/1/2025 22:46:44.141,1400,FIC1409,CHANGE,,,PIDA.OP,33.0256,%
2/1/2025 22:46:44.341,1400,FIC1409,CHANGE,,,PIDA.OP,32.0256,%
2/1/2025 22:46:43.266,1400,FIC1409,CHANGE,,,PIDA.OP,31.0256,%
2/1/2025 22:46:43.453,1400,FIC1409,CHANGE,,,PIDA.OP,30.0256,%
2/1/2025 22:46:43.561,1400,FIC1409,CHANGE,,,PIDA.OP,29.0256,%
2/1/2025 22:46:42.085,1400,FIC1409,CHANGE,,,PIDA.OP,28.0256,%
2/1/2025 22:46:42.635,1400,FIC1409,CHANGE,,,PIDA.OP,27.0256,%
2/1/2025 22:46:42.572,1400,FIC1409,CHANGE,,,PIDA.OP,26.0256,%
2/1/2025 22:46:41.775,1400,FIC1409,CHANGE,,,PIDA.OP,25.0256,%
2/1/2025 22:46:41.711,1400,FIC1409,CHANGE,,,PIDA.OP,24.0256,%
2/1/2025 22:46:41.295,1400,FIC1409,CHANGE,,,PIDA.OP,23.0256,%
2/1/2025 22:46:40.184,1400,FIC1409,CHANGE,,,PIDA.OP,22.0256,%
2/1/2025 22:46:40.869,1400,FIC1409,CHANGE,,,PIDA.OP,21.0256,%
2/1/2025 22:46:40.805,1400,FIC1409,CHANGE,,,PIDA.OP,20.0256,%
2/1/2025 22:46:39.732,1400,FIC1409,CHANGE,,,PIDA.OP,19.0256,%
2/1/2025 22:46:38.069,1400,FIC1409,CHANGE,,,PIDA.OP,18.0256,%
2/1/2025 22:46:38.893,1400,FIC1409,CHANGE,,,PIDA.OP,17.0256,%
2/1/2025 22:46:37.811,1400,FIC1409,CHANGE,,,PIDA.OP,16.0256,%
2/1/2025 22:46:37.745,1400,FIC1409,CHANGE,,,PIDA.OP,15.0256,%
2/1/2025 22:46:36.653,1400,FIC1409,CHANGE,,,PIDA.OP,14.0256,%
2/1/2025 22:46:36.354,1400,FIC1409,CHANGE,,,PIDA.OP,13.0256,%
2/1/2025 22:46:34.488,1400,FIC1409,CHANGE,,,PIDA.OP,12.0256,%
2/1/2025 22:46:34.417,1400,FIC1409,CHANGE,,,PIDA.OP,11.0256,%
2/1/2025 22:46:33.343,1400,FIC1409,CHANGE,,,PIDA.OP,10.0256,%
2/1/2025 22:46:31.662,1400,FIC1409,CHANGE,,,PIDA.OP,9.02563,%
2/1/2025 22:46:30.737,1400,FIC1409,CHANGE,,,PIDA.OP,8.02563,%
2/1/2025 22:46:30.939,1400,FIC1409,CHANGE,,,PIDA.OP,7.02563,%
2/1/2025 22:46:29.481,1400,FIC1409,CHANGE,,,PIDA.OP,6.02563,%
2/1/2025 22:46:27.993,1400,FIC1409,CHANGE,,,PIDA.OP,5.02563,%
2/1/2025 22:46:27.193,1400,FIC1409,CHANGE,,,PIDA.OP,4.02563,%
2/1/2025 22:46:26.114,1400,FIC1409,CHANGE,,,PIDA.OP,3.02563,%
2/1/2025 22:46:26.304,1400,FIC1409,CHANGE,,,PIDA.OP,2.02563,%
2/1/2025 22:46:26.254,1400,FIC1409,CHANGE,,,PIDA.OP,1.02563,%
2/1/2025 22:46:25.853,1400,FIC1409,CHANGE,,,PIDA.MODE,,
2/1/2025 22:46:17.704,1400,PIC1403,CHANGE,,,PIDA.OP,68.0,%
2/1/2025 22:46:17.905,1400,PIC1403,CHANGE,,,PIDA.OP,67.0,%
2/1/2025 22:46:09.004,1400,PIC1403,CHANGE,,,PIDA.OP,66.0,%
2/1/2025 22:46:08.136,1400,PIC1403,CHANGE,,,PIDA.OP,65.0,%
2/1/2025 22:45:57.612,1400,PIC1403,CHANGE,,,PIDA.OP,64.0,%
2/1/2025 22:45:57.710,1400,PIC1403,CHANGE,,,PIDA.OP,63.0,%
2/1/2025 22:45:56.637,1400,PIC1403,CHANGE,,,PIDA.OP,62.0,%
2/1/2025 22:45:51.295,1400,PIC1403,CHANGE,,,PIDA.OP,61.0,%
2/1/2025 22:45:51.230,1400,PIC1403,CHANGE,,,PIDA.OP,60.0,%
2/1/2025 22:45:50.166,1400,PIC1403,CHANGE,,,PIDA.OP,59.0,%
2/1/2025 22:45:41.656,1400,PIC1403,CHANGE,,,PIDA.OP,58.0,%
2/1/2025 22:45:41.592,1400,PIC1403,CHANGE,,,PIDA.OP,57.0,%
2/1/2025 22:45:40.974,1400,PIC1403,CHANGE,,,PIDA.OP,56.0,%
2/1/2025 22:45:40.386,1400,PIC1403,CHANGE,,,PIDA.OP,55.0,%
2/1/2025 22:45:40.881,1400,PIC1403,CHANGE,,,PIDA.OP,54.0,%
2/1/2025 22:45:32.025,1400,PIC1403,CHANGE,,,PIDA.OP,53.0,%
2/1/2025 22:45:32.790,1400,PIC1403,CHANGE,,,PIDA.OP,52.0,%
2/1/2025 22:45:32.762,1400,PIC1403,CHANGE,,,PIDA.OP,51.0,%
2/1/2025 22:45:31.961,1400,PIC1403,CHANGE,,,PIDA.OP,50.0,%
2/1/2025 22:45:31.226,1400,PIC1403,CHANGE,,,PIDA.OP,49.0,%
2/1/2025 22:45:31.431,1400,PIC1403,CHANGE,,,PIDA.OP,48.0,%
2/1/2025 22:45:31.889,1400,PIC1403,CHANGE,,,PIDA.OP,47.0,%
2/1/2025 22:45:30.351,1400,PIC1403,CHANGE,,,PIDA.OP,46.0,%
2/1/2025 22:45:30.995,1400,PIC1403,CHANGE,,,PIDA.OP,45.0,%
2/1/2025 22:45:30.876,1400,PIC1403,CHANGE,,,PIDA.OP,44.0,%
2/1/2025 22:45:29.482,1400,PIC1403,CHANGE,,,PIDA.OP,43.0,%
2/1/2025 22:45:29.406,1400,PIC1403,CHANGE,,,PIDA.OP,42.0,%
2/1/2025 22:45:29.876,1400,PIC1403,CHANGE,,,PIDA.OP,41.0,%
2/1/2025 22:45:27.604,1400,PIC1403,CHANGE,,,PIDA.OP,40.0,%
2/1/2025 22:45:27.958,1400,PIC1403,CHANGE,,,PIDA.OP,39.0,%
2/1/2025 22:45:26.160,1400,PIC1403,CHANGE,,,PIDA.OP,38.0,%
2/1/2025 22:45:26.101,1400,PIC1403,CHANGE,,,PIDA.OP,37.0,%
2/1/2025 22:45:26.283,1400,PIC1403,CHANGE,,,PIDA.OP,36.0,%
2/1/2025 22:45:25.046,1400,PIC1403,CHANGE,,,PIDA.OP,35.0,%
2/1/2025 22:45:25.696,1400,PIC1403,CHANGE,,,PIDA.OP,34.0,%
2/1/2025 22:45:25.218,1400,PIC1403,CHANGE,,,PIDA.OP,33.0,%
2/1/2025 22:45:24.744,1400,PIC1403,CHANGE,,,PIDA.OP,32.0,%
2/1/2025 22:45:23.566,1400,PIC1403,CHANGE,,,PIDA.OP,31.0,%
2/1/2025 22:45:23.963,1400,PIC1403,CHANGE,,,PIDA.OP,30.0,%
2/1/2025 22:45:22.865,1400,PIC1403,CHANGE,,,PIDA.OP,29.0,%
2/1/2025 22:45:22.259,1400,PIC1403,CHANGE,,,PIDA.OP,28.0,%
2/1/2025 22:45:21.326,1400,PIC1403,CHANGE,,,PIDA.OP,27.0,%
2/1/2025 22:45:20.116,1400,PIC1403,CHANGE,,,PIDA.OP,26.0,%
2/1/2025 22:45:19.549,1400,PIC1403,CHANGE,,,PIDA.OP,25.0,%
2/1/2025 22:45:18.477,1400,PIC1403,CHANGE,,,PIDA.OP,24.0,%
2/1/2025 22:45:18.377,1400,PIC1403,CHANGE,,,PIDA.OP,23.0,%
2/1/2025 22:45:17.708,1400,PIC1403,CHANGE,,,PIDA.OP,22.0,%
2/1/2025 22:45:17.657,1400,PIC1403,CHANGE,,,PIDA.OP,21.0,%
2/1/2025 22:45:16.562,1400,PIC1403,CHANGE,,,PIDA.OP,20.0,%
2/1/2025 22:45:14.653,1400,PIC1403,CHANGE,,,PIDA.OP,19.0,%
2/1/2025 22:45:14.285,1400,PIC1403,CHANGE,,,PIDA.OP,18.0,%
2/1/2025 22:45:13.683,1400,PIC1403,CHANGE,,,PIDA.OP,17.0,%
2/1/2025 22:45:12.122,1400,PIC1403,CHANGE,,,PIDA.OP,16.0,%
2/1/2025 22:45:12.322,1400,PIC1403,CHANGE,,,PIDA.OP,15.0,%
2/1/2025 22:45:11.710,1400,PIC1403,CHANGE,,,PIDA.OP,14.0,%
2/1/2025 22:45:11.893,1400,PIC1403,CHANGE,,,PIDA.OP,13.0,%
2/1/2025 22:45:08.379,1400,PIC1403,CHANGE,,,PIDA.OP,12.0,%
2/1/2025 22:45:08.743,1400,PIC1403,CHANGE,,,PIDA.OP,11.0,%
2/1/2025 22:45:07.125,1400,PIC1403,CHANGE,,,PIDA.OP,10.0,%
2/1/2025 22:45:06.527,1400,PIC1403,CHANGE,,,PIDA.OP,9.0,%
2/1/2025 22:45:06.576,1400,PIC1403,CHANGE,,,PIDA.OP,8.0,%
2/1/2025 22:45:03.616,1400,PIC1403,CHANGE,,,PIDA.OP,7.0,%
2/1/2025 22:45:02.036,1400,PIC1403,CHANGE,,,PIDA.OP,6.0,%
2/1/2025 22:45:02.217,1400,PIC1403,CHANGE,,,PIDA.OP,5.0,%
2/1/2025 22:45:01.686,1400,PIC1403,CHANGE,,,PIDA.OP,4.0,%
2/1/2025 22:45:01.256,1400,PIC1403,CHANGE,,,PIDA.OP,3.0,%
2/1/2025 22:45:01.889,1400,PIC1403,CHANGE,,,PIDA.OP,2.0,%
2/1/2025 22:45:01.802,1400,PIC1403,CHANGE,,,PIDA.OP,1.0,%
2/1/2025 22:45:00.438,1400,PIC1403,CHANGE,,,PIDA.MODE,,
2/1/2025 22:44:16.290,1800,LIC1802,PVLOW,ACK,,VE1802,,
2/1/2025 22:44:11.842,1400,PU1403,OFFNRM,ACK,,PU1403 A/B STOP ALARM,,
2/1/2025 22:43:56.500,1400,PU1403,OFFNRM,,,PU1403 A/B STOP ALARM,,
2/1/2025 22:43:54.964,1400,PU1403B,CHANGE,,,devctla.gop,,
2/1/2025 22:43:51.400,1400,PU1403,OFFNRM,OK,,PU1403 A/B STOP ALARM,,
2/1/2025 22:43:49.860,1400,PU1403B,CHANGE,,,devctla.gop,,
2/1/2025 22:43:45.351,1400,PU1403,OFFNRM,ACK,,PU1403 A/B STOP ALARM,,
2/1/2025 22:43:35.100,1400,PU1403,OFFNRM,,,PU1403 A/B STOP ALARM,,
2/1/2025 22:43:33.109,1400,PU1403A,CHANGE,,,devctla.gop,,
2/1/2025 22:43:15.700,1400,PU1403,OFFNRM,OK,,PU1403 A/B STOP ALARM,,
2/1/2025 22:43:13.458,1400,PU1403A,CHANGE,,,devctla.gop,,
2/1/2025 22:43:11.957,1400,PU1403A,CHANGE,,,devctla.REDTAG,,
2/1/2025 22:42:37.000,8100,AI_PH10,PVLOLO,OK,,EFFULUENT CHANEL OLD W/S,6.44229,pH
2/1/2025 22:39:50.309,1300,XSV1358A,CHANGE,,,devctla.gop,,
2/1/2025 22:39:31.757,1400,PIC1404,CHANGE,,,PIDA.OP,0.0,%
2/1/2025 22:39:30.743,1400,PIC1404,CHANGE,,,pida.mode,,
2/1/2025 22:36:44.100,1800,LIC1802,PVLOW,,,VE1802,0.0990325,m
2/1/2025 22:34:06.271,8100,AI_PH10,ALARM,ACK PNT,,EFFULUENT CHANEL OLD W/S,,
2/1/2025 22:34:06.271,8100,AI_PH10,PVLOLO,ACK,,EFFULUENT CHANEL OLD W/S,,
2/1/2025 22:33:49.300,1800,LIC1802,PVHIGH,OK,,VE1802,0.369255,m
2/1/2025 22:32:18.300,1800,LIC1802,PVHIHI,OK,,VE1802,0.494792,m
2/1/2025 22:32:08.788,1300,CM1301A2,CHANGE,,,devctla.gop,,
2/1/2025 22:31:15.634,1300,CM1301A2,CHANGE,,,devctla.gop,,
2/1/2025 22:31:11.573,1300,CM1301A1,CHANGE,,,devctla.gop,,
2/1/2025 22:29:48.144,1300,CM1301A1,CHANGE,,,devctla.gop,,
2/1/2025 22:29:09.100,8100,AI_PH10,PVLOLO,,,EFFULUENT CHANEL OLD W/S,6.25834,pH
2/1/2025 22:28:59.845,1300,CM1301A1,CHANGE,,,devctla.modeattr,,
2/1/2025 22:28:05.517,1800,LIC1802,PVHIGH,ACK,,VE1802,,
2/1/2025 22:28:02.286,1800,TIC1801,PVLOW,ACK,,VE1802,,
2/1/2025 22:27:59.016,1500,TI1516,PVLOW,ACK,,DR1501 INSIDE,,
2/1/2025 22:27:58.023,1700,LIC1701,PVHIGH,ACK,,VE1703,,
2/1/2025 22:27:56.860,1700,TIC1702,DEVLOW,ACK,,PU1705 DELIVERY,,
2/1/2025 22:27:53.100,1700,TIC1702,DEVLOW,,,PU1705 DELIVERY,-5.00537,DegC
2/1/2025 22:27:53.959,1800,PT1805,PVLOW,ACK,,VE 1802 PRESSURE,,
